"Country Code","Country",1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
KAZ,Kazakhstan,160698.3,160464.18,172368.52,188510.03,201612.89,210614.79,222643.74,223931.48,238985.24,241523.07,254904.3,236231.77,228536.25,225090.57,219709.14,213462.02,212065.2,228609.03,234193.36,232620.78,250589.83,261304.68,266187.16,226928.06,205002.75,181997.86,159504.514,137983.329,142143.46,130065.6,131825.95,129045.588,142368.15,157609.85,172459.31,184984.61,207681.0,219197.09,257817.9,228860.47,244956.4,265364.58,248029.25,262886.52,241036.31,228170.19,231919.54
KEN,Kenya,3721.1424,3720.071,3888.8213,4027.196,4065.3455,4008.2477,4559.8135,4877.3248,4878.5653,4822.9138,5165.8763,5140.7282,4807.7708,4488.582,5199.8192,5341.3835,5970.6204,6207.5016,6169.648,6519.1964,6402.4723,6155.6456,6211.604,6127.4124,6103.4242,6607.824,7220.4579,6884.5677,7409.4378,7646.2792,8502.6018,7935.201,7714.1944,6863.222,7882.209,8817.269,9836.087,9852.545,10384.134,12195.745,13204.625,13542.101,13099.177,14718.003,15542.428,15766.687,16334.919
KIR,Kiribati,5.190385,5.228634,4.954415,5.106541,5.627127,6.007399,5.937556,8.38482,16.508025,14.368599,12.778891,46.201195,21.92007,26.899806,24.353564,26.498287,17.567503,20.641432,23.070184,19.811652,19.80351,23.570917,21.183549,21.273743,20.621696,22.218502,25.114904,21.870193,23.185267,22.337119,28.568114,29.216443,26.449047,27.680417,28.411698,28.149514,27.242503,24.01553,26.99002,31.267652,35.058275,38.041137,39.845155,43.460386,46.080234,49.281299,52.817524
PRK,Korea (the Democratic People's Republic of),82928.62,83294.67,86438.91,88423.24,91876.33,95915.66,101127.02,106656.99,103922.387,111408.222,117816.175,120946.889,126303.784,130955.486,134382.887,139526.61,137074.679,132067.6,135428.14,136948.16,130986.26,125821.56,111113.26,102916.46,94369.19,88456.23,78410.64,75965.33,62617.294,68246.638,73435.246,76240.033,73036.145,74569.588,76119.313,79367.324,80807.557,67570.306,74562.876,72792.541,68836.537,56847.101,57174.619,41858.6222,46883.597,49132.117,58708.734
KOR,Korea (the Republic of),61241.652,61867.194,63780.131,78789.8,82883.75,89867.09,100605.73,114463.59,120962.01,137134.49,139593.7,146081.3,145783.29,158771.56,179014.84,187511.97,195199.45,200849.64,226895.52,238306.29,268056.64,293088.72,311765.97,341803.69,368526.53,400527.13,426467.2,449215.14,384354.31,420397.89,478432.04,492450.77,488708.87,492794.81,512864.33,512968.34,523104.52,530161.99,540757.03,549657.36,593505.43,610874.79,606290.0,602522.51,598408.69,601322.45,604043.83
KWT,Kuwait,35420.47,37503.78,38241.29,34527.31,28418.58,24538.294,25308.36,25182.741,28940.063,33564.649,31842.338,30416.688,32713.358,35265.77,35931.817,40656.816,43821.883,47085.018,56567.312,66028.627,32177.876,50172.6053,26658.041,33746.452,40030.458,39702.936,38972.269,41004.63,45891.55,49597.859,54087.686,57245.396,59941.85,62592.502,65683.803,74348.127,76984.965,76853.571,80869.129,87166.128,86794.767,90346.83,91914.59,91016.9697,93440.4628,100133.4845,101492.2253
KGZ,Kyrgyzstan,15192.5499,15222.4883,16244.321,17213.5668,18139.2366,19183.0267,20013.6268,20589.344,22241.2785,22722.7605,23970.4678,22993.5172,21984.0127,20959.5994,20060.1074,19496.0516,19436.1049,21127.1674,21769.6164,21854.545,23588.0159,21194.7731,13861.6756,10157.6108,6616.6515,4657.6671,5832.2986,5764.6202,6101.1303,4859.1405,4740.5514,4004.73,5006.6417,5624.6419,5565.0926,4148.2755,4001.5169,4975.4746,5369.5627,4093.8413,4951.0473,5177.2328,7298.1648,6985.1839,6636.8605,6770.5925,6941.7842
LAO,Lao People's Democratic Republic (the),1402.905788,1384.909124,1104.128439,1403.641163,1449.85055,1467.317232,1276.360833,788.669211,1468.339182,1113.492933,1306.801541,1300.288597,1211.20054,1460.870796,1368.016206,1327.358603,1200.073698,1161.976129,1161.827105,1286.118516,1364.376262,1363.101373,1249.341368,1133.631461,1520.597213,1338.483071,1384.545827,1539.29762,1528.37934,1569.57576,1318.55317,1353.4667,1305.0969,1336.1105,1441.9449,1496.6238,1689.0109,1688.2391,1903.2038,2439.7892,2832.2306,3068.3492,3262.6382,3499.9203,4005.4362,4198.8832,4531.2761
LVA,Latvia,13656.7324,13671.4682,14747.6182,15709.3675,16020.8682,17540.1183,17460.7875,18277.5208,18394.8649,19413.0251,19467.5031,20326.302,20258.151,20526.944,20383.124,20377.025,21004.17,21055.087,21288.211,20935.688,20318.643,18507.2832,14706.4911,12401.6189,10891.2919,9553.3598,9603.7175,8967.0966,8583.8961,7904.4526,7289.2682,7643.5075,7600.9877,7833.2477,7867.0047,7980.9722,8425.1768,8799.8122,8294.2509,7543.8829,8554.7993,7788.6852,7793.6099,7738.2564,7688.2169,7888.4677,8157.1565
LBN,Lebanon,5374.0322,5464.0837,5980.15,7390.109,7521.187,6703.0549,6279.382,5458.6985,6610.1768,7435.543,7513.9915,7609.219,5595.5832,5975.1448,6105.7508,7117.9197,7516.1009,7686.0151,5927.5871,5968.6204,5968.6386,7404.0363,7953.62,11354.132,12478.904,14460.952,15023.397,16490.544,16368.315,16861.66,15221.804,16422.304,16361.514,16378.017,16577.724,16496.725,15557.421,14132.454,17731.664,21485.192,20556.346,20891.256,21090.319,20968.1024,22289.6578,21444.0592,21863.2882
LSO,Lesotho,103.947928,103.672536,105.129663,114.501927,117.563646,126.693304,133.257216,139.038974,140.720984,169.04499,153.636258,152.134236,153.043031,152.194212,146.697684,154.993777,159.80714,201.821862,168.137061,187.293552,138.176011,159.894975,157.970511,160.631305,183.926152,193.488352,192.289548,221.930069,207.082017,224.946946,226.636807,233.47365,225.911782,239.198984,239.865977,236.962905,237.798245,255.669938,267.644181,256.073898,277.003352,288.930814,295.87083,296.342779,308.014397,310.438106,318.438114
LBR,Liberia,308.73097,304.4709,379.9597,358.50168,363.23218,412.40216,661.41763,680.81603,704.15,950.94521,901.71114,928.44356,820.06245,859.67455,761.06588,804.75261,724.06907,961.49517,852.8041,658.83442,387.43154,319.777634,296.086605,299.114271,281.931265,295.809826,310.843601,370.830142,371.800019,403.798238,426.634237,474.12624,472.87266,506.58825,517.68714,566.8435,584.09269,627.89989,642.89877,616.18151,669.66088,700.44197,727.84696,754.47978,814.05362,818.13064,846.65782
LBY,Libya,33769.149,23310.813,17962.523,16695.043,11844.818,15219.695,18301.56,19922.308,21509.336,23665.117,27907.405,24417.692,27404.63,27153.285,28747.44,26981.837,31109.237,29643.679,32432.944,33490.479,35500.231,35054.247,35836.65,38154.27,43904.43,47232.22,50162.8,46776.67,46631.1,45256.37,47985.33,47878.165,49439.25,53092.77,53332.16,54484.08,54247.71,51911.56,53226.18,60603.79,64746.84,41139.354,53674.59,53427.293,50514.882,51909.35,52696.075
LTU,Lithuania,19932.919,20006.378,21346.5,22986.218,24602.113,26806.408,27929.136,28921.909,29922.86,30956.397,32166.445,32571.144,32616.238,32741.577,33270.521,33403.273,33719.782,33945.09,33873.056,33395.142,35098.776,37039.086,20949.33,16201.4269,15665.905,15024.606,15515.486,14990.307,15814.703,13301.175,11625.796,12361.244,12471.446,12465.941,13069.083,13811.373,14161.982,15491.723,15408.238,12809.112,13632.025,13548.748,13861.816,12763.514,12634.586,13330.151,13685.264
LUX,Luxembourg,18401.1694,17156.3395,16855.2477,18201.7589,16890.3475,13412.3852,14289.255,13578.2449,14850.4021,13978.6374,13143.5997,11164.0952,10487.2581,9837.7706,10773.5799,10967.2008,10706.2241,10176.264,10713.7034,11520.1593,11659.5268,12113.401,11765.6385,11997.3196,11114.3896,8872.1267,8931.4265,8405.5658,7748.3913,8109.8943,8703.1504,9279.2893,9969.4391,10393.9014,11824.5817,12045.8098,11873.558,11276.5954,11163.0525,10537.7028,11147.2246,11016.5837,10636.4426,10034.6725,9571.8503,9806.5563,10144.6315
MAC,Macao,74.256549,73.429369,97.690884,158.071999,175.932968,181.748785,189.435846,333.351241,274.87559,282.321654,321.165654,371.073364,380.917035,564.833054,544.251141,483.435431,604.172764,670.347646,699.425112,662.044119,657.154777,638.828591,638.495787,732.738165,601.538961,727.548206,904.641502,1011.915082,1256.472695,1276.71419,1327.298143,1540.527284,1566.322653,1634.827204,2018.607672,2077.313524,1909.369077,1890.443523,1931.473212,1972.421467,2131.114611,2297.324385,2342.124951,2555.1135,2709.549988,2898.177447,3106.517865
MKD,Macedonia (the former Yugoslav Republic of),9085.058,8519.344,8701.285,10135.487,10451.577,8277.187,9003.46,9405.553,9344.193,10626.475,9538.387,9993.964,8818.758,8245.414,9342.086,9808.596,10077.969,10052.123,10605.216,10624.171,11166.6678,9876.1838,8753.6626,8988.5684,8713.6212,8660.684,10199.4458,9184.4461,10085.9107,9315.6451,9005.2495,9189.8184,8661.454,9415.7823,9173.6856,9644.9863,9648.8629,10330.04,10118.4046,9094.3511,9131.2169,10134.431,9819.9319,8886.0157,8421.7416,8754.7215,8896.7316
MDG,Madagascar,425.46639,426.00452,446.08618,486.13418,499.2614,537.37265,681.71849,720.82393,767.79347,912.43054,887.55474,864.80799,766.98472,880.09605,865.37005,930.52009,851.35098,1082.79293,1227.53995,1039.44049,922.9882,1077.78411,1095.31384,1134.84138,1336.34991,1438.1819,1464.12276,1682.21589,1518.22829,1578.34,1710.63363,1861.97682,1837.6187,1942.51947,2003.60068,2049.81155,2138.44427,2371.7134,2449.53929,2405.36042,2609.08344,2730.66705,2809.12406,2813.68278,2922.30355,2942.19053,3026.0469
MWI,Malawi,468.9714,471.50117,473.41309,491.86811,509.23924,580.02869,547.81053,547.19187,628.05205,713.64874,666.24696,642.26594,591.38945,528.89304,503.81182,535.54535,555.84675,695.4827,677.84455,722.64026,658.91945,786.05682,785.13749,779.07029,925.24738,970.67093,964.06405,1143.95341,1018.9897,1078.75702,1043.15567,1104.69306,1129.3869,1149.32525,1194.9368,1233.4871,1275.876,1348.9512,1433.5604,1420.5392,1531.4056,1566.6622,1597.61772,1653.6433,1755.7031,1758.3273,1815.5981
MYS,Malaysia,13580.3798,13945.473,13927.001,14460.436,17238.87,18494.231,20372.506,20300.499,22295.29,25100.598,26951.404,28549.614,30089.446,33443.109,34570.772,36132.507,36390.96,37476.128,39975.922,47033.837,55004.148,65626.36,68652.047,74551.608,80135.489,86299.996,98484.88,105454.29,103939.02,113853.4,124625.96,129566.78,140370.39,149469.12,164586.29,176221.92,183515.4,201094.33,213895.66,192392.95,205749.89,212091.48,215389.3,231843.801,243897.992,249917.143,266251.542
MDV,Maldives,10.028827,10.056308,10.116113,9.833545,10.769199,11.738515,11.545943,16.328541,35.775007,30.167765,19.938884,26.457626,24.298249,24.941444,45.464425,49.043834,54.176781,60.36121,59.186505,54.115005,57.05302,57.352311,55.490727,64.897294,112.595381,161.505734,170.03946,142.483248,164.978882,178.124942,280.26574,316.512702,401.405693,462.494277,513.919852,538.63117,614.0845,630.401853,679.837044,681.131528,817.429222,889.917857,929.547764,1014.107802,1075.415345,1150.300522,1233.014692
MLI,Mali,262.17507,260.77065,269.05656,298.29427,303.51757,321.9214,370.07603,400.03245,412.39758,463.72885,471.07133,522.72814,467.4629,462.86074,467.1586,493.58846,479.53459,575.14986,540.89842,590.182442,522.22874,607.46092,624.0953,642.50109,826.38253,875.78129,882.14643,1035.17111,919.06499,954.84772,918.18395,978.44918,975.90368,1060.12244,1062.13895,1075.3203,1107.76092,1222.72148,1284.96548,1278.891,1389.47591,1444.01866,1493.107764,1495.481705,1554.13183,1566.246855,1606.42138
MLT,Malta,682.24918,682.22514,855.46348,821.53723,752.1408,677.02658,763.9723,808.31218,941.74133,918.05517,1020.25627,1154.83368,1322.13707,980.11139,1337.26144,1168.55923,1882.450858,1973.821558,2146.491031,2327.320516,2321.15695,2217.35287,2175.221416,2812.54634,2513.809769,2384.933545,2330.185505,2475.816064,2382.566745,2416.232318,2133.57715,2493.572869,2322.869128,2612.268985,2605.412621,2732.908207,2603.361159,2755.76568,2598.3562,2485.70765,2475.66349,2499.21819,2438.20181,2140.73195,2112.8197,2181.928652,2257.869512
MTQ,Martinique,481.62429,484.75313,563.16797,615.36026,524.33109,679.55864,617.02638,660.61594,693.12431,629.96589,668.21751,699.1795,684.12522,697.61373,694.94154,768.00385,843.2292,953.463,1166.8039,1463.2005,1546.6948,1415.2644,1538.7087,1754.7932,1750.5419,1797.21109,1829.21355,1726.35892,1694.13918,1702.17805,1666.8978,1781.1088,1757.625,1809.47455,1925.63297,1890.07712,1907.62124,2007.64924,1997.07192,2034.43089,2164.1835,2306.92422,2312.58108,2537.77282,2571.26899,2669.4805,2715.4771
MRT,Mauritania,141.89334,143.21993,172.96655,166.00924,174.07099,198.07792,270.36464,274.11227,283.72735,356.35218,332.322,358.13033,330.55477,339.21814,420.8462,437.67976,326.73461,425.48686,588.65309,612.37711,483.72515,575.58743,1331.51688,1314.0877,991.655,1073.7747,980.21003,1040.54229,1111.334,1129.82985,1301.88314,1410.3156,1420.42024,1483.45239,1590.9559,1635.8949,1862.771,1977.0601,1991.672,1967.8774,2178.4604,2266.9677,2370.103,2394.00204,2454.87127,2481.90345,2564.34509
MUS,Mauritius,141.60976,142.40315,169.77547,165.25455,169.6193,170.34112,283.81577,296.21656,294.22993,385.31723,408.40417,426.7721,365.65382,444.68414,437.43692,478.89004,674.82193,897.9862,947.70987,946.7784,954.7793,1058.90978,1087.47812,1046.238492,739.214351,807.362112,847.68155,931.13564,974.711632,1049.220422,1468.886202,1770.32383,1619.98349,1714.40413,2144.87993,2266.67869,2447.5401,2553.37357,2734.7347,2702.4531,2870.12013,2986.67991,3015.82883,3088.26595,3193.18024,3192.3522,3192.30732
MEX,Mexico,118849.83,119235.28,131577.85,141735.08,156243.48,164459.09,175437.63,182143.7,203337.0,215707.78,238732.65,256539.9,273461.22,258251.98,262935.23,271990.18,267819.47,279238.35,278097.5,291476.38,289350.22,314173.11,317676.66,310381.68,332785.52,316638.7,332064.72,344981.13,364470.05,359689.64,377436.96,375533.81,380959.52,388677.12,394886.52,413256.71,423992.56,439051.63,434449.98,431047.24,448128.69,456896.49,478579.01,469734.5,453612.74,450999.28,441412.75
MDA,Moldova (the Republic of),16390.4744,16417.6573,17587.8168,19121.8871,20629.1158,22436.9664,23663.6531,24127.6714,25078.4809,25667.6185,26920.5211,26577.117,26964.2723,27237.5455,27445.6067,27672.8797,28448.802,29329.666,29473.722,29326.256,31858.241,25670.187,20365.7403,17239.7002,13994.6629,12082.2589,10402.7209,9448.3817,8530.9169,7221.36956,6696.127,6996.5675,7141.284,7693.319,7748.1317,8366.3758,8075.4368,8108.8861,7938.0232,7707.7025,8302.3069,8394.1661,8344.2836,7372.8948,7950.3824,8018.7355,8258.7742
MNG,Mongolia,1151.76724,1150.69271,1010.82158,776.48308,806.14968,806.09148,818.36599,871.74323,959.19448,1597.94148,8435.9052,7971.3739,8361.3815,8606.0067,9277.6853,11929.315,13083.838,13900.3876,14736.3681,13998.677,13183.2925,14851.0608,12940.6856,11917.0054,10393.3943,10334.19988,8745.08919,8573.8998,8599.97959,8656.37538,9043.23201,9011.81785,9666.3538,9372.7173,9575.96992,9731.73527,10883.3909,11486.5302,11626.3016,12114.2618,13069.5005,13546.6121,14065.4985,15208.686,14860.3729,15729.2674,18574.2602
MAR,Morocco,7411.7593,7484.4967,8204.627,9407.96,10323.472,10989.719,12084.452,13424.86,14430.263,15752.326,16332.2,16539.139,17349.514,18311.783,18482.978,19317.433,19885.667,20488.053,21725.738,23608.738,24604.271,25315.527,27151.198,26935.465,29674.173,30352.997,30295.395,31991.999,32684.011,34294.51,35394.809,38611.316,40138.891,39332.83,42890.868,46212.671,46227.051,47944.655,48614.05,48427.089,51155.217,54714.621,55569.912,54740.78,57173.668,57385.478,57694.464
MOZ,Mozambique,3151.9883,3165.7607,2911.1399,3099.3575,2927.1744,2528.3412,2565.3551,2496.395,2181.4525,2060.988,2494.3336,2197.0754,2029.5905,1857.4002,1567.14071,1556.45541,1521.31371,1520.48559,1527.93534,1511.10574,1141.48075,953.53341,1140.20352,1328.68475,1122.66327,1234.32504,1190.3234,1316.122,1271.0006,1265.2922,1545.9581,1872.8814,1962.338,2501.7633,2763.564,2646.5354,2806.7598,3346.87659,3196.9078,3432.2733,3760.7903,4213.1224,4192.7604,4519.07163,5543.62935,5731.78939,5859.17067
MMR,Myanmar,4652.3519,4681.6025,4638.4816,3658.0277,4241.3799,4158.7257,4466.1377,4778.8581,4937.4892,5133.8054,5448.8906,5373.2726,5523.004,5354.9298,5893.5369,6325.7708,6631.2319,5007.0841,4774.1403,4745.8006,4425.7384,4360.6074,4638.0721,5166.9606,6022.6896,7308.3554,7655.8957,7634.019,8289.7779,9129.9987,9915.5505,8632.7234,8596.9552,10819.5995,10339.7218,10941.0996,10133.7846,10603.4176,8065.1964,7570.6974,8393.1139,8461.7129,8964.066,10507.96,15116.431,15814.1329,16701.7755
NAM,Namibia,543.58532,544.40095,554.85007,594.92393,622.75341,629.69976,595.84519,656.90069,632.40024,730.65692,706.38433,754.34028,748.97723,720.581153,715.750053,729.395154,568.216733,686.184445,819.61831,891.948573,756.28855,1140.282711,1239.606569,1438.731077,1658.125263,1769.43336,1905.31623,1993.83075,2057.84718,1862.733938,1826.995603,2268.692623,1967.449558,2091.826588,2226.141301,2342.441341,2370.100252,2447.894574,2810.601973,2876.601279,3011.160136,3162.887,3312.167,3562.11432,3723.20062,3736.57682,3901.83027
NPL,Nepal,246.75656,251.27297,330.25812,471.95642,467.83586,386.04623,326.79932,368.30072,346.97459,516.77938,579.18723,501.71664,563.56182,784.57701,843.56308,632.88093,847.527,896.4262,900.8497,709.6925,1025.9664,1271.4157,1327.7174,1475.9255,1802.4781,1961.7906,2080.1277,2308.131,2443.4945,3234.8715,3323.686,3564.5498,2894.615,3116.5411,2938.2715,3313.8731,2750.7004,2767.0438,3087.9897,4071.861,4793.9705,5420.4151,6187.9616,6209.208525,7229.612422,7115.409903,7833.786744
NLD,Netherlands (the),134482.472,134805.862,150144.994,156061.5,147911.255,139499.93,149795.601,148057.125,152890.986,162243.59,155102.889,153426.04,143421.588,138971.704,145265.468,148465.38,151052.941,154885.526,154545.44,157774.16,156099.41,163122.07,161006.85,165890.923,166458.28,168633.38,177797.99,169347.183,170801.211,165439.41,167376.01,172304.204,173450.236,175831.804,178197.937,174282.568,168947.178,170416.359,173110.397,166420.342,177083.658,164672.713,163603.122,162369.816,154831.47,160791.643,163419.285
NCL,New Caledonia,218.243451,215.762742,342.46197,597.82986,672.91953,691.89294,723.13216,1282.77444,882.61929,1011.63779,1328.5384,1302.4515,1026.46782,982.18128,998.04803,845.91231,884.51669,978.74623,923.12374,923.13871,918.05609,954.75855,965.86108,1017.95554,743.74824,945.8224,1083.53428,1164.08722,1290.015649,1226.204654,1434.09206,1583.50544,1778.00356,1773.65767,1831.15293,1897.28973,1692.12462,1584.12746,1493.15961,1514.47095,1646.56259,1762.88833,1787.29018,1942.29143,2045.64647,2181.24279,2338.71721
NZL,New Zealand,15120.0997,14708.9452,16921.167,18470.325,19495.326,18399.819,20203.58,20822.824,19552.246,17782.259,17834.229,17658.594,19358.584,19616.487,20071.447,20601.782,19623.645,20877.046,22129.914,22176.584,23733.77,24372.006,26082.309,25883.005,26268.067,26952.924,28288.551,30732.282,30212.422,31977.815,33131.39,35281.997,35287.038,37194.669,35818.039,36531.076,36561.159,35712.67,36650.225,33728.721,33666.782,33013.763,33449.737,33224.233,33388.084,33322.698,33276.202
NIC,Nicaragua,1602.5478,1610.538,1667.0554,1870.7948,2013.1742,1996.3629,2284.1426,2793.5095,2519.4402,1632.35605,1949.7246,2061.5661,2005.2217,2147.6762,1963.5764,1975.8991,2330.6558,2319.9204,2104.8622,1832.066,1930.43027,1946.4252,2262.6996,2223.3659,2540.3537,2688.132,2852.7663,3062.3604,3557.8828,3591.9197,3744.6402,3975.4168,4108.5089,4258.2276,4400.7046,4292.143,4537.4462,4657.6221,4463.1791,4464.8382,4772.2804,4818.3777,4930.5319,4754.4297,5047.1931,5228.3725,5325.4473
NER,Niger (the),301.40725,297.98327,300.46222,336.29989,343.21486,357.04963,420.65207,449.68005,488.30678,572.03305,609.80843,639.0555,630.25979,681.05755,665.91317,726.53335,667.62652,875.23589,901.16631,850.54105,741.94739,841.35356,817.14864,832.70131,919.67047,973.54461,986.39536,1158.53528,1050.28646,1108.6863,1135.30456,1116.78407,1233.63053,1343.14546,1347.98994,1380.5482,1438.23292,1563.50132,1644.54517,1629.60131,1762.98207,1851.08754,2005.7015,1983.279,2150.785,2085.3835,2088.4745
NGA,Nigeria,26036.161,38183.651,49426.356,59440.354,74968.397,57580.263,67771.043,60464.462,63594.57,89962.98,81842.29,67896.34,65377.57,65551.73,65489.59,68266.44,66619.99,63383.41,71788.38,73305.2,69062.28,75098.16,82701.46,80015.58,73940.64,78412.97,91136.41,91082.81,80965.2,81151.17,90376.23,96051.73,87634.98,92691.71,88737.05,91490.07,80932.47,74944.79,77377.69,71505.27,79625.99,86986.58,82456.23,82073.244,78350.318,82056.175,82634.214
NOR,Norway,36451.756,34754.804,37668.759,38279.824,36744.4363,36176.237,38235.516,39201.73,38053.483,40813.991,39038.38,35700.952,32248.314,32133.108,34135.495,34705.394,37120.381,35723.312,36789.601,35806.882,35902.816,33498.836,36145.785,38277.932,40198.512,40304.013,40652.681,43044.555,44734.851,46288.004,41360.533,41881.567,41212.66,43885.078,44188.185,42673.169,43339.276,44108.846,43944.848,43015.917,45324.538,44131.955,42625.586,42560.2,42642.948,43091.275,43456.012
OMN,Oman,6472.1963,6472.6513,6480.4431,6512.8502,6856.3873,22792.6493,25414.1648,25394.3104,21049.0771,19047.1491,11591.3964,12965.6608,11388.769,13025.789,11353.407,9043.866,10683.203,10407.518,11547.175,11492.751,15008.032,18509.901,17632.15,16673.372,15144.133,18361.798,19392.908,19927.017,19491.131,21970.583,24552.234,27900.822,29890.846,31737.851,31242.074,34166.347,42748.303,46787.83,53211.019,60875.382,65214.156,72993.547,74294.707,77393.525,81849.5468,86036.6053,87835.7728
PAK,Pakistan,21291.927,22205.147,22232.123,23041.25,24317.792,27094.743,26761.479,28289.037,30609.591,33111.735,35406.833,37811.432,42700.706,44606.928,47168.053,52306.543,46802.462,54410.773,58626.707,60905.848,63790.635,65000.947,71505.17,77273.788,80966.807,86448.147,93010.007,96367.664,98268.95,107457.6,108295.19,110873.9,111542.84,115570.51,129228.94,131395.49,142661.21,158037.99,154043.2,156705.43,152099.96,152246.9,151769.68,154151.83,155544.84,163120.16,178013.82
PLW,Palau,0.784582,0.780414,0.790909,0.79659,0.820038,0.899868,0.822386,0.82785,0.912404,0.934996,0.958557,0.995953,1.041696,1.065608,1.085717,0.890104,0.838727,0.961052,0.908555,0.902772,9.684532,13.133481,17.691056,18.458074,19.703782,13.790142,37.989344,28.392254,26.07342,31.089035,31.231233,27.521588,18.021503,17.88325,19.906961,26.681835,34.706473,29.104038,32.634686,31.192959,32.084345,32.129566,31.457496,34.320407,36.396245,38.931677,41.732111
PAN,Panama,2574.15207,2578.9079,2791.8787,3126.4924,3167.6807,3228.3159,3225.4284,3197.4511,3042.1483,3298.4707,3174.2927,2763.9619,3123.7412,3544.0003,2952.0472,2805.1202,2903.8599,3212.9843,2467.62518,2579.289,2707.6057,3123.912,3732.6852,3818.8472,4064.2865,4374.6797,4411.039,4636.932,5717.1807,5004.0284,5188.7349,6203.0471,5409.7607,5524.2346,5617.3009,7150.8186,7552.3956,7284.6305,7368.3098,8494.8928,9064.2885,9574.1845,10291.6967,10418.9966,10972.3948,11331.4919,11599.7636
PNG,Papua New Guinea,1216.948078,1221.183924,1088.372396,1472.23378,1585.804921,1628.076277,1562.147687,1666.606922,2196.979973,1947.975267,2071.855312,2482.301456,2328.653847,2607.356404,2547.095721,2689.682233,2470.184826,2579.742881,2522.22871,2464.028688,2510.92303,2485.8172,2298.61885,2256.27622,2299.9812,2375.22212,2380.3671,2589.65154,3235.5772,2733.1883,2913.9749,2950.4182,3595.0698,3937.3237,4474.2685,4983.5178,5353.2705,5204.4726,5741.7331,5511.7282,6151.9275,6642.7673,6904.7736,7511.9726,7984.0962,8485.4049,9086.9882
PRY,Paraguay,623.84004,634.20588,690.86455,764.42009,738.40025,792.58073,884.4704,1260.9933,1514.1743,1448.7955,1482.5175,1433.0616,1419.6669,1378.5029,1517.6826,1513.89435,1620.2823,1797.2054,2028.2332,2029.8177,2160.6046,2115.0432,2539.1767,2892.9534,3375.8531,3819.845,3782.3852,4189.0728,4391.3806,4395.9942,3623.1082,3759.3756,3943.0709,4081.9655,4117.5925,3785.6423,3948.77,4076.2125,4131.3779,4449.3722,5020.3728,5201.3541,5438.607,5387.423,5665.7375,5882.5324,5998.4693
PER,Peru,17184.841,17198.178,17193.468,18228.151,19753.481,20194.607,20607.27,20296.518,20399.955,21309.981,22446.658,23210.413,22851.261,19385.092,20108.297,19437.504,21094.49,22780.904,23085.143,20814.165,20686.677,20113.966,20955.242,21959.404,22544.187,25629.733,28179.955,28095.056,26992.758,29050.552,28710.551,26666.255,27808.997,27294.227,31545.259,31543.75,31140.686,34057.182,38608.336,41501.522,44810.542,47853.196,47890.022,48915.916,52022.659,53337.996,57692.879
PHL,Philippines (the),25364.873,25625.988,26630.879,30577.213,29112.186,32152.602,32318.116,35833.263,37219.85,40037.192,36681.673,34665.718,35034.3,37137.457,32214.749,30854.958,28866.963,35547.342,37533.156,39349.158,41757.289,41339.501,44740.012,48590.001,52665.702,63166.056,68961.852,77122.902,76516.112,73944.215,74534.657,72972.642,74636.636,76643.719,78649.504,81030.589,73180.606,77031.62,78889.602,79660.278,85689.041,86607.006,86881.205,96586.199,103336.531,112951.207,126922.662
POL,Poland,295961.61,303797.78,316566.96,333311.29,345334.3,360813.97,383619.13,396823.75,419643.71,419982.72,431683.08,397163.82,403047.79,404761.41,421587.18,432883.69,444165.61,460314.32,449690.04,430826.01,358699.97,358672.73,349095.38,335307.79,330683.85,352394.45,366920.92,356555.8,330911.29,320637.58,309537.35,305735.44,294482.76,304545.9,308797.89,306745.98,320183.96,321689.18,316805.07,302474.0,322226.78,316445.79,305462.54,300735.13,288754.31,288937.76,296659.67
PRT,Portugal,16228.94,17446.299,17751.244,19884.663,19955.512,21545.063,22848.315,22595.07,23473.336,26184.441,27749.445,29279.178,29609.109,30218.438,28962.469,27690.379,31023.453,31734.127,33172.027,41417.32,42354.726,44214.354,47937.076,46897.772,48397.6,52233.908,50453.349,52560.517,57297.216,64177.899,63636.569,62936.003,66988.757,61985.743,63446.486,66747.875,60658.212,60159.505,57478.985,57288.146,52174.045,51242.683,48762.211,47224.634,46615.613,51354.318,50142.844
PRI,Puerto Rico,1289.9459,1382.7995,1468.9957,1465.7689,1432.544,1278.3027,1265.685,1167.3334,1168.3406,1009.8537,954.5409,918.6338,816.6462,788.0189,822.9684,756.5581,757.5514,857.4105,904.0198,982.3172,817.6469,819.7843,800.7406,812.2401,842.1901,856.4029,869.4154,874.7272,854.6088,933.5148,938.9512,905.6175,906.5297,942.5803,951.2898,937.8966,895.9313,826.1877,768.1453,620.2366,653.531,652.0076,670.9749,688.46345,684.86931,700.75659,712.75758
