"Country Code","Country",1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
ANT,Curacao,14515.491146,14515.504645,14113.729894,15608.374822,14123.678951,10196.68741,10848.87,10982.900927,9271.645744,9182.285583,8677.583445,8041.862944,7295.615227,6828.693917,6690.434768,4498.986596,4296.85312,3965.117508,3459.143639,2956.467693,2666.136412,2765.586407,2883.1885,2366.83526,2664.75207,2671.38905,2699.87452,5311.82786,5491.57929,5469.75689,5691.47313,5779.00432,5530.33701,5540.32325,5785.94761,6092.05865,6006.03666,6526.16719,6455.73034,6045.18387,4940.20312,6479.94794,6470.32205,6286.90381,6767.74006,7063.04032,7170.19968
CYP,Cyprus,2153.3486,2169.0994,2656.0773,2767.6838,2119.0278,2159.7646,2627.0129,2789.3733,2899.6914,3094.6528,3266.2105,3127.5678,3161.6421,3145.9939,3198.1814,3142.0513,3492.7409,4052.8031,4107.8877,4344.1221,4522.6025,5079.529,5339.2202,5516.0473,5704.9783,5591.9,5884.433,5965.0571,6426.3316,6664.0884,7001.0225,6849.4241,7037.5987,7779.4061,7706.9822,7857.318,7898.3364,8250.9847,8420.2089,8225.4274,7950.309,7665.4908,7258.2705,6279.9135,6421.9151,6625.3631,6872.4273
CZE,Czechia,189437.113,189576.083,189385.61,187312.859,170719.358,177840.272,183009.526,193412.482,187108.578,197020.462,189529.316,190141.127,191612.702,192170.06,194602.52,192037.462,190755.406,191156.42,186810.753,178444.623,168823.23,152869.1,142298.702,138027.264,131588.352,132109.099,133663.77,131270.718,125629.761,118523.62,129862.968,129331.507,123731.756,127535.671,128979.027,125825.458,127714.508,129174.906,124040.652,115726.118,120113.984,118746.545,116643.051,112230.255,107895.488,110295.387,111825.428
DNK,Denmark,62136.472,57884.373,59945.561,59016.272,52643.784,54942.332,60668.001,62400.551,62308.845,65778.623,65245.515,54975.7,57288.092,53764.076,55430.349,63250.636,63893.067,61964.355,58064.338,52386.755,53045.23,63644.728,57920.845,60216.03,64207.973,60957.86,74321.308,64495.464,60526.392,57510.937,53378.41,54986.245,54554.977,60014.326,54447.792,50956.79,58862.58,54091.009,50810.671,48465.288,48324.834,43180.314,41861.543,43880.451,39474.118,36117.867,38007.645
DJI,Djibouti,98.262892,97.866688,136.653193,123.456471,133.779787,159.384792,519.966806,482.399211,471.483672,696.962223,686.48817,682.798223,607.056499,493.691705,376.332841,393.30407,394.801838,551.928554,509.658954,962.454651,805.329883,961.359316,796.86194,775.607207,475.819104,508.427581,513.227225,553.805089,605.036416,608.680678,742.175834,819.541083,823.74645,875.632575,896.771534,959.148315,1045.552878,1120.572148,1180.189164,1204.010319,1276.552747,1336.665501,1340.998129,1396.77638,1517.34564,1465.29182,1508.85124
DMA,Dominica,24.366571,24.397828,28.439116,31.803584,29.859722,36.671398,35.121852,37.446725,37.303816,36.49371,43.147604,49.743488,48.281899,48.996481,51.142715,50.1841,54.716882,69.639092,74.343373,79.059918,78.457751,78.917467,78.044832,79.697778,87.989676,91.36438,93.041021,96.278796,111.878296,118.164696,122.079246,130.880259,126.296799,128.137288,136.558305,132.078433,137.097605,141.341983,138.68713,142.429868,150.397276,156.636915,157.577818,173.320408,175.939752,183.001273,185.766536
DOM,Dominican Republic (the),3804.0914,3888.7667,5071.935,5047.0817,5409.3781,5603.4919,5761.8961,6220.6497,6340.3944,6692.9162,6891.2725,6549.318,6367.1328,7364.9762,7722.5493,6816.3597,7626.8423,8766.9383,8798.2174,9366.1276,7995.6031,8376.4645,9730.9132,9612.2271,11235.5601,11947.7785,12855.6047,14627.1578,16524.7191,18006.208,18518.669,18227.209,19835.794,19573.804,19469.784,19270.039,21044.749,21069.345,21892.301,20248.288,20661.277,22237.829,22877.747,22634.712,22271.136,22810.403,23466.74
ECU,Ecuador,4827.148,4352.8639,4353.7522,5448.506,6715.311,7315.067,8362.937,9731.357,10972.465,11865.793,12529.506,13838.421,13946.146,13079.184,13465.145,14449.103,15136.31,14019.292,15646.079,15690.018,16527.934,16606.418,16974.073,16562.41,17240.536,18658.959,20776.415,21950.533,20562.168,18440.32,19453.763,20371.308,22474.526,22706.38,22993.456,26823.9,29052.787,30909.857,30798.417,34431.906,36139.517,37825.648,38152.712,40047.0,43348.153,42108.161,40065.69
EGY,Egypt,24508.864,24266.706,26483.528,24551.541,28373.363,30685.794,35548.11,36778.769,37377.007,40474.661,44529.953,50387.522,54413.923,60641.315,66872.523,70163.547,73290.803,79586.791,81767.48,87023.61,90038.11,91701.78,94347.92,95276.63,91604.07,97214.78,104471.65,111140.27,116277.43,122411.61,120693.58,133710.84,136992.57,140760.9,153053.06,171428.86,180327.22,192576.69,198392.67,203641.91,210155.53,220098.33,227541.98,209952.09,207241.25,209497.91,219377.35
SLV,El Salvador,1519.3102,1580.3695,1819.1566,2001.3224,2031.3776,2286.8604,2315.0765,2389.2713,2550.9652,2383.7647,2004.7456,2005.395,1872.3714,1933.646,1892.3393,2059.4768,2051.1187,2451.9697,2423.9323,2418.7398,2576.6851,3291.4101,3707.5844,4013.7658,4665.9849,5098.186,4530.9881,5555.0519,5827.8355,5762.1779,5750.5231,6147.4841,6180.2877,6526.3291,6574.0732,6834.4841,7237.3718,7639.639,6884.1693,6907.1262,6661.9548,6889.0099,7067.9029,6887.1808,6852.2631,6822.7587,6853.7657
GNQ,Equatorial Guinea,29.559216,29.442243,30.018041,32.975651,33.813188,35.581025,38.102184,39.850059,41.226476,50.125522,47.78911,47.237259,50.548734,51.863451,51.024049,57.263712,63.12075,83.030352,64.433928,77.348413,69.494597,79.224885,72.191168,74.593849,1054.78645,1120.2299,1199.8572,1622.4908,1961.84036,2124.38669,2207.89668,2964.37865,2392.62061,2666.57043,2970.09212,3012.11458,2961.53367,3043.26102,2862.54616,2556.96254,2651.07448,2795.77695,2335.27147,2339.18847,2314.61547,2156.39847,2156.37147
ERI,Eritrea,44.85212,43.01804,40.85214,41.92662,42.81162,37.3274,39.77978,40.79673,42.82602,48.21389,42.53724,42.74369,42.9023,43.90046,43.77589,46.80359,49.21337,44.19302,45.55023,46.00688,47.79542,48.30186,464.50728,654.16166,738.1261,804.43922,885.4254,839.75079,635.90451,675.61998,666.56971,731.23977,717.68219,695.59817,687.83556,605.32291,528.32612,517.24876,450.42542,470.80658,503.93066,588.70624,626.08087,625.96924,646.42523,652.88083,684.14013
EST,Estonia,39926.4436,39960.4338,41479.178,42384.045,42667.118,44805.152,44036.994,45550.633,44941.485,45887.485,45125.725,45396.388,44899.668,43902.18,42750.312,42635.037,43603.593,43556.817,44313.564,43082.465,36970.596,33112.458,24039.465,18281.9762,18604.539,16908.12,17763.963,17418.969,16785.493,15534.166,15284.963,15841.978,15176.06,17131.893,17525.804,17773.947,16155.204,20636.777,19090.643,15492.816,18560.4781,20243.01,20205.993,23144.3778,21387.1707,22178.8305,22402.4135
ETH,Ethiopia,1431.3388,1439.5424,1335.3921,1439.8661,1446.6563,1293.6623,1279.8373,1305.5568,1348.27929,1416.55822,1464.2353,1610.4596,1475.1777,1560.6956,1471.1051,1535.1778,1812.8934,2085.5313,2175.0684,2284.1158,2387.0593,2410.5377,1608.3793,2065.4759,2379.2196,2694.2441,3017.9252,3159.7543,3343.2109,3284.9648,3670.0241,4530.7966,4688.321,5087.8468,5457.2018,5251.7641,5612.9834,6122.0174,6578.4927,6572.8013,6243.2981,6800.144,7730.272,9364.51017,10031.74425,10034.74719,10438.85547
EU28,EU28,4171566.6,4172985.2,4293838.0,4510337.3,4409983.1,4303907.0,4554760.2,4550776.6,4670651.2,4851730.8,4711189.6,4516647.3,4402268.3,4366721.2,4380058.5,4424180.3,4450138.9,4496109.6,4489970.1,4488581.3,4334974.3,4286863.0,4126008.9,4029162.0,4015447.3,4081712.5,4194378.4,4098509.4,4098762.8,4033712.2,4053669.1,4119499.0,4092023.0,4188219.5,4215382.2,4178897.1,4190857.8,4149689.1,4065973.2,3725792.1,3844938.0,3696452.7,3653970.6,3572214.9,3389000.5,3424778.3,3431655.4
FLK,Falkland Islands (the) [Malvinas],6.553861,6.564467,10.102946,10.071388,8.893416,12.343377,9.400269,10.832446,9.152822,8.426778,9.082214,12.349218,11.580754,13.022461,13.785773,14.074695,15.518711,16.859607,29.898604,28.513129,24.822506,23.743262,23.045533,20.521581,22.083521,25.543331,29.320943,26.435556,22.344549,21.910114,25.025731,25.430249,27.552637,26.769647,31.191262,30.977788,31.166653,33.355391,34.805084,35.045833,37.093225,41.179313,41.191456,45.308983,45.995314,47.843091,48.567575
FRO,Faroe Islands (the),0.91333,0.93284,0.955614,0.998439,1.02673,1.04011,1.07012,1.09696,1.12725,1.16512,1.19545,1.22983,1.2485,1.26796,1.30006,1.33033,1.35954,1.38648,1.42171,1.45399,1.48837,1.50127,1.50736,1.51009,1.5148,1.52569,1.54461,1.55821,1.58661,1.61311,1.6608,1.69452,1.72583,1.75502,1.79048,1.82667,1.83609,1.84763,1.85918,1.87091,1.88265,1.89439,1.90613,1.91787,1.92961,1.94135,1.95309
FJI,Fiji,238.95241,241.24523,221.95985,249.26846,276.10997,272.55425,283.25272,444.21338,733.66992,711.93122,644.35206,723.08566,626.12275,657.59116,534.12676,521.61412,482.48523,499.83182,492.85137,539.26268,580.76828,532.11634,473.92937,499.91029,546.77896,594.83043,645.44635,500.45549,513.4917,535.86346,530.53075,555.16171,639.19363,764.48797,837.07915,883.07402,942.90165,933.44669,1011.92236,1033.15007,1174.1129,1261.72763,1296.69762,1421.87082,1497.08523,1587.64831,1703.19323
FIN,Finland,43788.084,43050.003,46961.804,51564.761,47949.247,47437.36,53428.142,52946.366,57478.433,57238.645,57730.716,48361.818,46648.483,45029.32,46352.799,50796.763,50872.302,55493.982,54079.191,54095.87,56225.383,56839.415,54029.13,55322.19,63620.252,60674.53,66962.787,64927.425,60952.782,60230.86,59429.611,65038.995,67402.922,75661.758,71851.086,59307.059,71195.992,68655.492,60363.132,57954.217,66309.965,58559.105,57144.268,57758.459,53205.64,49395.297,51183.96
FRA_MCO,France and Monaco,459474.45,471394.06,488699.63,524869.92,507592.35,468697.65,510618.6,493467.51,510309.42,517744.32,498102.5,448073.68,426179.36,407764.16,396274.75,385209.04,372911.99,366027.53,365998.71,380904.09,376699.66,400108.26,388736.97,369269.62,363516.24,372086.05,386697.03,378358.29,404881.32,398646.62,393651.07,399893.11,395410.13,401418.34,401401.98,404745.31,394828.74,388258.24,385869.91,367248.42,377460.88,348025.22,346465.11,352621.47,320703.5,324691.46,331533.32
GUF,French Guiana,241.422882,247.217578,279.834257,311.462278,247.802787,338.099985,301.671239,322.889346,356.648646,315.447122,310.652819,273.029967,318.996601,335.849589,319.406549,323.908183,389.445447,435.166486,547.625267,581.831988,665.437482,812.783515,689.861626,796.475356,793.347994,895.499274,930.13045,915.63149,880.93636,906.79344,847.39604,906.1646,924.88911,969.19324,995.96046,986.25014,1000.76698,1061.44433,1060.89447,1089.06054,1204.03398,1253.33362,1258.45806,1377.97272,1396.07257,1448.70564,1473.71891
PYF,French Polynesia,33.289532,33.137104,38.342223,54.521748,62.30889,64.442004,68.61638,122.635279,138.221684,136.384751,123.63746,212.371736,269.685973,364.663614,471.722937,435.138283,526.334931,577.329358,534.677344,476.732893,447.6857,426.55244,397.855699,410.082462,279.648914,339.755648,359.067129,368.362769,418.45367,421.541151,447.494309,487.158432,489.703453,577.257286,620.343844,639.391808,593.032075,580.73837,598.671165,611.228845,680.971775,736.076707,756.75162,825.438157,875.240883,936.066886,1003.249207
GAB,Gabon,659.5653,1111.6122,1188.1239,3463.1225,3544.6113,4570.8684,5337.2661,5299.3138,5922.6648,5787.7359,5565.0305,5889.9449,5891.946,5436.181,6219.67,7107.229,5198.626,4493.896,4726.479,5640.829,5537.196,4469.801,4507.783,4617.847,4580.421,5147.979,5745.054,5509.271,6288.452,5946.954,5893.393,6112.21,5866.212,6631.514,5980.446,5814.769,5221.08,4761.843,5050.476,5073.261,5146.696,4741.735,4908.45,5095.0145,5381.6013,5631.1118,5694.2081
GMB,Gambia (the),35.701193,35.732536,35.787968,41.343046,42.315117,44.513359,58.146357,62.601918,67.100022,80.555957,81.031518,82.557494,74.239807,77.163351,81.40788,85.451537,92.906009,120.337522,110.886589,104.341263,96.955775,110.632822,107.833129,110.544822,113.925595,120.116488,121.549761,139.560183,131.993069,136.887085,146.744018,160.751145,158.390971,167.913388,170.513471,173.00999,181.462143,196.4784,206.204925,204.629248,221.171015,230.509626,236.006334,236.417596,245.755525,247.717755,254.127254
GEO,Georgia,25890.219,25621.719,27153.776,28797.778,30254.521,32320.656,32877.531,33260.18,34301.333,35425.56,36511.25,36997.714,36719.149,36297.4921,36127.273,35850.864,35616.754,36125.289,35658.782,34484.416,34543.214,26524.428,20832.0437,16668.4701,10727.3444,8440.8376,6700.6463,5884.8118,5260.7188,4887.1997,5201.83,3758.668,3289.4277,3573.5215,3911.438,4806.5267,5287.8481,6192.6193,5461.0862,6196.8267,5738.044,6975.056,7034.262,7134.0261,8110.86,8364.776,8610.414
DEU,Germany,1068207.19,1062593.53,1088645.74,1137049.51,1106220.72,1048296.03,1107528.39,1087798.75,1124688.84,1174336.14,1122714.79,1087449.89,1041471.29,1055675.51,1071967.83,1076082.42,1070200.55,1060639.14,1053805.61,1039761.64,1003148.97,980289.97,926985.7,918378.63,906747.54,904449.52,932000.88,899177.22,891647.46,858536.64,856420.8,872943.97,858391.3,849643.86,856087.81,823601.59,836310.02,809186.37,819698.64,759093.04,799376.52,779506.33,787320.5,806144.5,765489.28,765922.9,775752.19
GHA,Ghana,2330.9971,2370.2589,2482.1077,2536.3971,2704.7267,2881.3846,2947.2589,3041.9151,2957.9169,2621.0231,2647.9544,3194.0858,2749.7088,1725.6499,2005.7448,2350.894,2544.7223,2710.8389,2848.1184,3179.2401,3132.3276,2912.2501,3432.2891,3533.9112,3770.7203,4044.5328,4391.8551,4592.7778,6265.8942,6838.6646,6089.28,6450.714,7778.834,7125.2756,6691.9209,7187.0964,8606.8961,8952.822,8077.8779,9798.8946,11298.231,12447.255,13244.093,14167.117,13689.986,13974.82,14469.986
GIB,Gibraltar,69.360792,69.369052,59.427619,59.820051,59.952515,62.915155,62.352597,59.281215,56.169596,78.652409,93.817535,87.509042,97.525991,88.048441,84.854267,91.024167,117.0573,128.541389,143.845478,137.377489,143.776845,206.090112,240.903266,244.006094,288.159937,284.964765,288.086877,297.521218,316.188107,328.720254,341.177399,350.537427,356.83007,363.050137,394.293604,409.967048,425.528013,422.331894,431.625776,472.238657,478.527539,459.807422,466.111303,495.791185,535.362467,553.167449,572.708131
GRC,Greece,29084.444,30126.081,36952.854,39570.662,38759.106,40764.34,45714.154,47923.362,50520.988,53401.061,53534.024,53207.755,54306.156,57789.298,59188.109,62578.882,62194.923,67392.339,71886.122,76543.702,78171.069,78147.851,80244.802,79749.058,81302.929,84417.567,84291.497,85307.948,88791.714,89033.58,96149.61,98238.788,98246.638,102019.875,101740.078,103925.311,102591.71,106216.578,102138.36,96250.185,89419.654,86263.682,83611.992,75579.736,72666.425,70276.501,67840.662
GRL,Greenland,0.633693,0.65221,0.66975,0.691743,0.707999,0.71862,0.733394,0.74626,0.760276,0.778067,0.795634,0.817377,0.836343,0.857347,0.883544,0.908966,0.933521,0.95693,0.98353,1.009643,1.037696,1.058463,1.07746,1.095383,1.113294,1.132048,1.151926,1.167024,1.187518,1.207022,1.237602,1.262909,1.288135,1.313195,1.341798,1.370907,1.385812,1.402247,1.418681,1.435156,1.45163,1.468106,1.477766,1.490834,1.503903,1.516971,1.530039
GRD,Grenada,35.74989,35.689075,44.135719,47.729741,44.437773,56.583283,51.513567,55.128954,53.485575,51.746675,61.105042,70.131545,71.775812,74.12899,81.200868,76.397206,87.487345,108.517436,107.328624,113.697727,144.954957,145.383158,144.646643,148.440554,171.750019,164.944305,181.073411,205.022456,204.711616,215.480185,427.865068,398.972891,403.83957,397.658876,388.418152,402.259922,421.745569,433.129301,404.867172,426.550372,507.244619,469.618586,470.560001,517.618865,525.457768,546.572612,554.847786
GLP,Guadeloupe,504.59152,500.65484,494.5478,560.57953,484.09568,578.16907,553.78727,572.84736,605.57447,568.09103,595.84537,650.6775,728.35539,767.73925,883.7467,838.67289,921.59073,1048.6838,1201.7114,1241.904,1285.4722,1458.4942,1380.6337,1419.9544,1445.3799,1438.7978,1474.01276,1479.39981,1430.10757,1505.32786,1740.45471,1779.732,1840.63318,1869.46984,1891.13329,1833.18102,1767.21575,1874.8359,1854.29,1914.4684,2130.3313,2118.93,2124.802,2325.46248,2350.47344,2433.1981,2478.03844
GTM,Guatemala,2472.1329,2436.6014,2700.0794,2887.3476,2993.6334,3294.3376,3260.8532,3742.587,4137.7505,4614.885,4625.2385,3989.6954,3617.779,3077.3408,3460.0674,3628.8195,3127.3005,3519.9608,3467.9351,3689.1492,3848.6742,4061.7865,4785.5089,5261.484,5722.8436,6677.3912,6464.11,6868.2702,8575.3858,8521.495,9520.9749,10035.972,10606.1679,10478.7399,11082.7109,11640.927,11805.844,12605.379,11383.864,11999.8652,11721.323,11676.652,11822.56,13609.464,17555.657,18101.52,18539.316
GIN,Guinea,565.38543,562.51324,606.2059,616.20362,628.28308,668.27433,733.64836,739.79491,733.89139,907.52983,871.33713,887.67552,902.75776,911.54946,859.73933,876.66148,982.97615,1260.68359,1239.84585,1180.0743,1115.02531,1155.64555,1031.39609,1060.7225,1064.2909,1221.2281,1224.4633,1268.5597,1215.5761,1346.7865,1356.8364,1413.6422,1420.7761,1516.328,1521.3256,1372.545873,1394.105404,1496.059283,1713.5677,1633.0749,1735.39513,1850.6658,1867.0283,1891.2176,1998.6057,2007.6216,2071.7984
GNB,Guinea-Bissau,32.394182,32.259686,39.211863,36.01811,38.100288,44.979645,53.639937,56.687527,58.08722,70.154946,71.637984,75.488769,72.766405,72.339633,80.209463,86.03453,81.614219,103.801131,147.804848,144.997753,149.596417,170.444121,158.495993,162.170133,142.830954,153.149554,157.023197,173.824452,165.065958,168.324403,183.848144,194.593935,198.414565,210.339117,214.139725,216.631758,229.356148,249.036717,260.952127,259.611266,278.460991,290.785329,295.95295,296.469139,308.189838,310.658627,318.706066
GUY,Guyana,1502.422935,1508.96046,1827.817366,1898.535166,1690.126151,2103.763056,1844.524106,1995.479198,1933.889617,1808.612882,1984.216131,2089.71142,1723.291817,1640.117313,1945.322984,1870.238564,2059.782812,2302.733157,1938.11839,1675.209366,1655.172234,1753.805274,1864.228694,1884.478027,1912.273729,1842.039208,1922.531322,2122.77115,2283.999051,2474.614607,2531.212534,2648.257282,2580.554402,2545.347515,2502.441869,2427.817511,2365.048501,2478.437787,2391.727313,2478.326421,2704.812081,2717.41587,2726.294364,2999.015558,3045.119536,3201.63801,3253.05719
HTI,Haiti,526.0656,530.8295,515.1669,542.2865,591.3714,598.0891,802.8686,838.8773,878.048,860.2981,850.0398,744.9483,884.1927,973.852,1003.5077,1037.1462,969.137,1043.3377,1121.7094,1152.3197,1131.1367,1104.6106,1028.0403,867.6798,403.4739,1116.2913,1269.5045,1486.1488,1510.5901,1563.2383,1592.2863,1713.992,1964.764,1877.1264,2124.9496,2215.4455,2257.1552,2402.2587,2484.6899,2504.1562,2295.2767,2391.0933,2271.1255,2360.8545,2932.4108,3035.138,3086.8969
HND,Honduras,1208.001,1208.27882,1258.894,1385.8567,1357.5352,1462.9952,1537.8815,1671.69064,1686.6555,1786.4383,1847.8677,1760.8278,1730.2426,1993.7351,2041.7986,1836.6566,1870.8838,2077.04,2225.2078,2470.9499,2328.1517,2348.0738,2641.5075,2772.6125,3162.6298,3757.6166,3976.7905,4095.7763,4752.7439,4820.4077,4994.4278,5879.7757,6172.4588,6856.8153,7625.8036,7774.0601,7169.2893,8857.0232,8574.3331,8101.948,8000.6091,8240.6323,8526.5257,8596.7435,8826.1646,9115.6326,9320.279
HKG,Hong Kong,9514.4496,9554.9119,9842.4961,9932.2664,11386.9173,11270.6187,13090.9338,15188.1318,16184.426,15066.1596,15527.7334,16844.548,18062.2397,20772.783,22691.708,23693.097,27005.381,29555.793,32783.175,34263.037,35130.882,38078.0,42510.012,45028.566,38555.474,38563.433,37253.438,34789.009,43363.019,46284.895,42134.567,43348.134,42052.075,44714.205,42767.695,43098.959,42560.747,45592.166,44581.971,47763.183,42428.36,47377.88,47426.268,48422.42,50240.943,46494.262,47066.386
HUN,Hungary,65337.851,67005.628,69071.113,74048.196,76247.235,77505.739,81593.657,85433.996,92818.292,91506.02,90878.752,89931.86,89638.89,85937.199,87536.628,86579.377,84963.575,86044.686,81054.907,79385.009,71170.256,67538.485,60625.062,61452.665,61327.372,60942.586,62084.923,60941.145,60795.594,61173.191,57998.528,59375.488,58654.248,61238.314,59259.758,59432.146,59372.805,57733.584,56709.595,50648.913,51519.984,49655.527,48523.318,47202.702,46802.923,49942.139,51018.899
ISL,Iceland,1930.7628,2029.4356,2243.0427,2579.7588,2521.3514,2365.4893,2387.6148,2457.9906,2533.2264,2621.2438,2427.1151,2336.7375,1978.0505,2017.3143,2242.2691,2131.5778,2139.4293,2178.4086,2297.3192,2300.1577,2338.0829,2290.3338,2302.5257,2404.1544,2513.8685,2440.1593,2713.5456,2624.083,2693.9712,2741.2289,2854.6357,2960.0995,3099.2932,3064.501,3167.1289,3125.8126,3231.9528,3428.1458,3787.2066,3802.8169,3655.962,3569.6199,3609.8999,3672.299021,3786.306752,3861.226513,3923.884208
IND,India,231290.78,232197.16,241979.65,240703.0,258519.06,276005.14,294979.31,300277.29,286097.92,308114.28,321937.22,357250.0,383064.21,406901.83,444588.05,466133.29,506282.3,541668.63,576301.09,618151.88,655461.62,698828.07,735568.82,764627.99,810722.88,869795.25,916454.0,959020.34,973747.17,1044873.72,1064431.15,1082142.73,1116481.48,1150557.28,1209890.7,1262993.9,1358359.2,1443280.4,1539393.2,1741058.9,1843399.1,1958193.9,2086788.4,2157168.2,2328013.4,2419637.2,2533638.1
IDN,Indonesia,29952.038,30300.28,35767.577,40437.976,45210.384,47108.35,50659.61,68286.02,80263.77,87073.86,87227.66,92224.1,93183.49,92433.83,94415.7,102655.6,113529.56,116438.97,126772.79,132804.66,159852.29,172719.01,180600.51,197993.24,210760.06,235328.45,248826.47,273163.46,275539.98,292311.0,294492.34,315581.52,322893.24,352626.77,358193.56,360821.72,383844.21,398951.47,396473.55,411562.63,423882.09,431442.65,442903.75,451689.29,488439.33,498097.78,530035.65
AIR,International Aviation,169212.0,169212.0,179175.0,187170.0,179725.0,173873.0,174325.0,190081.0,197022.0,203802.0,202156.0,201945.0,208808.0,210816.0,218479.0,224908.0,246902.0,260802.0,275845.0,290044.0,258943.0,252133.0,260617.0,265804.0,280170.0,291219.0,301815.0,317934.0,329020.0,342036.0,355385.0,347853.0,368840.0,368101.0,397573.0,423202.0,438250.0,452326.0,460670.0,441762.0,462439.0,478469.0,482636.0,489529.6,504339.6,515937.4,523454.4
SEA,International Shipping,349334.0,349334.0,366476.0,387132.0,361637.0,336469.0,347469.0,346928.0,349358.0,360402.0,352602.0,327605.0,294821.0,275075.0,278932.0,302032.0,321462.0,317648.0,333496.0,333567.0,367521.0,383266.0,412184.0,402417.0,412942.0,426844.0,435437.0,446070.0,458724.0,481507.0,493768.0,468742.0,485712.0,493016.0,547019.0,572544.0,608482.0,638565.0,638428.0,612204.0,660730.0,666633.0,608735.0,615800.3,626100.3,645532.0,656369.4
IRN,Iran (Islamic Republic of),74848.09,79979.78,89153.54,106155.83,113165.4,115560.37,133560.82,140870.03,138047.15,130072.16,111724.52,111190.21,134989.18,153650.28,153201.06,163676.56,152563.11,161594.34,163213.7,174794.02,201720.17,222366.94,237986.37,237461.87,270837.93,275519.3,287608.79,300549.54,299947.24,331158.02,349416.78,363933.26,380090.01,401623.36,431184.08,465247.32,499316.52,533749.36,544093.03,564646.56,568823.69,577288.93,591371.18,614779.09,635883.42,628611.28,642560.03
IRQ,Iraq,21702.79,25224.62,25268.93,27596.81,29738.56,34190.03,42948.7,39694.1,43830.55,54078.32,48694.73,34866.691,37167.56,41058.102,44734.42,50234.0,58660.68,58858.71,63667.44,70640.11,66944.12,54638.913,76365.561,100770.02,111586.71,112242.44,103452.199,121075.56,91439.85,74448.2,84540.89,89379.58,92787.03,87267.13,89125.8,89119.12,73085.89,79566.82,90305.09,107743.71,121812.96,129862.32,142342.08,152427.98,159452.14,160683.84,162646.16
IRL,Ireland,20799.567,23289.33,22929.079,22499.643,24345.237,22834.914,23418.619,25010.135,24812.442,29153.465,28018.999,27801.315,27489.168,27101.569,27121.686,28713.121,29646.729,31257.531,30408.534,31434.811,32518.428,33054.967,32991.046,33199.846,34484.435,34937.952,36335.612,37642.657,40156.312,41636.048,43863.192,46089.854,45249.791,44677.314,45690.235,47452.883,48871.793,47678.761,46972.615,41817.784,41694.522,36951.9,36352.017,35462.456,35103.346,37192.297,39086.565
ISR_PSE,"Israel and Palestine",14858.092,14882.058,15638.324,16728.923,17207.177,18041.373,18052.004,18829.399,20057.739,20434.642,20318.499,21163.198,22342.261,23123.762,23965.926,25637.7,28054.742,30656.851,32486.678,33764.487,35194.974,35844.033,38376.547,42079.676,45035.746,48096.991,51269.772,52921.015,53474.603,54919.405,59241.048,59237.798,62477.334,64236.718,64099.804,62001.552,65151.836,67535.911,67901.958,67086.348,70404.108,69809.268,70907.125,65265.538,62517.041,65452.37,65201.588
ITA_SMR_VAT,Italy and San Marino and Holy See (the),311776.53,325371.89,342311.41,364190.87,367611.49,350815.51,377064.31,368106.65,375744.02,391909.92,394674.77,383706.41,375422.48,370572.05,376458.16,376410.22,377312.55,396323.58,401863.71,419983.95,423297.32,421856.7,419495.26,412955.04,406901.24,431658.44,426740.57,430214.56,441334.37,448420.81,452908.02,452299.31,460385.19,478881.95,489568.7,490573.11,485485.14,477704.89,462754.06,410996.17,420034.69,409737.25,392966.89,359915.29,342017.83,355143.4,358139.55
JAM,Jamaica,5905.0971,5892.7757,6451.7844,8423.1587,8180.6103,7799.3526,6485.6695,7117.8017,7267.0574,7274.8007,6745.632,6710.6523,5778.039,5771.3751,5438.16,4856.385,4612.9328,4886.7743,5100.8603,6541.7977,7508.2026,7465.319,8258.8395,8407.5609,8488.5736,8782.1345,9161.7059,9373.1698,9872.4649,10138.1705,10214.1074,10281.6325,10225.3758,10524.1289,10582.1266,10617.0969,12296.7785,12211.8309,11744.6852,8275.6952,7904.1852,8170.9658,8104.061,8651.8509,8470.7156,8786.2626,8946.5749
JPN,Japan,856482.2,854342.0,900132.7,1015161.4,1013755.8,958163.8,988606.0,1013827.7,1013164.0,1039007.0,1012812.2,990334.3,947805.0,949565.5,1017778.3,991302.3,987589.8,993875.6,1066063.3,1095954.5,1158222.4,1166201.9,1170530.8,1161708.99,1218776.6,1233862.4,1246770.2,1240565.6,1201762.89,1241706.74,1260277.5,1245512.15,1283688.17,1287690.44,1286170.53,1294091.4,1292460.2,1315467.95,1229647.96,1162407.78,1223125.83,1259473.29,1300326.87,1324621.96,1283477.69,1254799.85,1239592.06
JOR,Jordan,1551.017,1571.506,1843.4267,2042.5507,2136.2402,2446.1706,2944.7875,3079.1621,3656.4926,3794.3777,4782.6896,5765.1244,6444.2775,7213.1262,8131.143,8524.208,9186.2809,9946.727,9325.2278,9497.7416,10188.5554,10182.0068,12091.93,12557.879,13165.299,13863.929,14303.487,14720.988,14935.933,14957.962,15590.593,15689.207,16736.37,16532.445,18579.219,19910.404,20223.097,21104.599,20665.459,21173.952,20662.857,21162.627,21899.051,21686.295,23195.463,22362.378,22772.37
